2023-10-18T11:02:40+02:00
Running ./../build/reduction-benchmark_qdr
Run on (32 X 2600 MHz CPU s)
CPU Caches:
  L1 Data 16 KiB (x32)
  L1 Instruction 64 KiB (x16)
  L2 Unified 2048 KiB (x16)
  L3 Unified 6144 KiB (x8)
Load Average: 0.00, 0.02, 1.46
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"Bytes","Elements"
"benchReduceOmpNoInit/32768/real_time_mean",50,4382.71,2593.98,us,,,"ReduceOmpNoInit",,,131072,32768
"benchReduceOmpNoInit/32768/real_time_median",50,4379.42,2546.1,us,,,"ReduceOmpNoInit",,,131072,32768
"benchReduceOmpNoInit/32768/real_time_stddev",50,76.3194,216.508,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/32768/real_time_cv",50,348.275,1669.31,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/65536/real_time_mean",50,4187.48,2708.34,us,,,"ReduceOmpNoInit",,,262144,65536
"benchReduceOmpNoInit/65536/real_time_median",50,4211.4,2575.69,us,,,"ReduceOmpNoInit",,,262144,65536
"benchReduceOmpNoInit/65536/real_time_stddev",50,203.883,372.231,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/65536/real_time_cv",50,973.775,2748.78,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/131072/real_time_mean",50,3976.4,2546.86,us,,,"ReduceOmpNoInit",,,524288,131072
"benchReduceOmpNoInit/131072/real_time_median",50,3909.77,2557.71,us,,,"ReduceOmpNoInit",,,524288,131072
"benchReduceOmpNoInit/131072/real_time_stddev",50,195.118,133.024,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/131072/real_time_cv",50,981.381,1044.61,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/262144/real_time_mean",50,4237.48,2519.98,us,,,"ReduceOmpNoInit",,,1.04858e+06,262144
"benchReduceOmpNoInit/262144/real_time_median",50,4187.41,2549.86,us,,,"ReduceOmpNoInit",,,1.04858e+06,262144
"benchReduceOmpNoInit/262144/real_time_stddev",50,604.175,147.097,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/262144/real_time_cv",50,2851.58,1167.45,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/524288/real_time_mean",50,4396.23,2523.09,us,,,"ReduceOmpNoInit",,,2.09715e+06,524288
"benchReduceOmpNoInit/524288/real_time_median",50,4412.95,2556.22,us,,,"ReduceOmpNoInit",,,2.09715e+06,524288
"benchReduceOmpNoInit/524288/real_time_stddev",50,367.262,208.958,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/524288/real_time_cv",50,1670.8,1656.36,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/1048576/real_time_mean",50,4157.89,2558.59,us,,,"ReduceOmpNoInit",,,4.1943e+06,1.04858e+06
"benchReduceOmpNoInit/1048576/real_time_median",50,4175.18,2563.77,us,,,"ReduceOmpNoInit",,,4.1943e+06,1.04858e+06
"benchReduceOmpNoInit/1048576/real_time_stddev",50,194.513,60.7506,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/1048576/real_time_cv",50,935.632,474.876,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/2097152/real_time_mean",50,4225.07,2555.97,us,,,"ReduceOmpNoInit",,,8.38861e+06,2.09715e+06
"benchReduceOmpNoInit/2097152/real_time_median",50,4235.96,2566.08,us,,,"ReduceOmpNoInit",,,8.38861e+06,2.09715e+06
"benchReduceOmpNoInit/2097152/real_time_stddev",50,208.752,49.7577,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/2097152/real_time_cv",50,988.156,389.344,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/4194304/real_time_mean",50,4442.94,2561.77,us,,,"ReduceOmpNoInit",,,1.67772e+07,4.1943e+06
"benchReduceOmpNoInit/4194304/real_time_median",50,4483.93,2589.59,us,,,"ReduceOmpNoInit",,,1.67772e+07,4.1943e+06
"benchReduceOmpNoInit/4194304/real_time_stddev",50,135.058,106.425,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/4194304/real_time_cv",50,607.967,830.873,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/8388608/real_time_mean",50,5512.72,2579.74,us,,,"ReduceOmpNoInit",,,3.35544e+07,8.38861e+06
"benchReduceOmpNoInit/8388608/real_time_median",50,5344.84,2605.14,us,,,"ReduceOmpNoInit",,,3.35544e+07,8.38861e+06
"benchReduceOmpNoInit/8388608/real_time_stddev",50,421.599,167.237,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/8388608/real_time_cv",50,1529.55,1296.54,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/16777216/real_time_mean",50,6418.82,2725.56,us,,,"ReduceOmpNoInit",,,6.71089e+07,1.67772e+07
"benchReduceOmpNoInit/16777216/real_time_median",50,6220.72,2715.96,us,,,"ReduceOmpNoInit",,,6.71089e+07,1.67772e+07
"benchReduceOmpNoInit/16777216/real_time_stddev",50,390.157,48.3105,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/16777216/real_time_cv",50,1215.66,354.499,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/33554432/real_time_mean",50,8339.5,3061.97,us,,,"ReduceOmpNoInit",,,1.34218e+08,3.35544e+07
"benchReduceOmpNoInit/33554432/real_time_median",50,8222.47,3063.29,us,,,"ReduceOmpNoInit",,,1.34218e+08,3.35544e+07
"benchReduceOmpNoInit/33554432/real_time_stddev",50,351.201,46.6168,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/33554432/real_time_cv",50,842.258,304.489,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/67108864/real_time_mean",50,12183.8,5642.02,us,,,"ReduceOmpNoInit",,,2.68435e+08,6.71089e+07
"benchReduceOmpNoInit/67108864/real_time_median",50,11889.8,5582.65,us,,,"ReduceOmpNoInit",,,2.68435e+08,6.71089e+07
"benchReduceOmpNoInit/67108864/real_time_stddev",50,943.871,396.792,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/67108864/real_time_cv",50,1549.39,1406.56,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/134217728/real_time_mean",50,15485.5,7253.62,us,,,"ReduceOmpNoInit",,,5.36871e+08,1.34218e+08
"benchReduceOmpNoInit/134217728/real_time_median",50,15244.3,7204.87,us,,,"ReduceOmpNoInit",,,5.36871e+08,1.34218e+08
"benchReduceOmpNoInit/134217728/real_time_stddev",50,633.142,218.916,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/134217728/real_time_cv",50,817.725,603.605,us,,,"ReduceOmpNoInit",,,0,0
"benchReduceOmpNoInit/268435456/real_time_mean",50,22421.3,10258.8,us,,,"ReduceOmpNoInit",,,1.07374e+09,2.68435e+08
